sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
"AVA+ FreeGo OWS02 Open-Ear True Wireless",,Default,virtual,"Default Category,Default Category/Headphone",base,"AVA+ FreeGo OWS02 Open-Ear True Wireless",,,,1,"Taxable Goods","Catalog, Search",590000.000000,,,,ava-freego-ows02-open-ear-true-wireless,"AVA+ FreeGo OWS02 Open-Ear True Wireless","AVA+ FreeGo OWS02 Open-Ear True Wireless","AVA+ FreeGo OWS02 Open-Ear True Wireless",/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-3-638628741833741746-750x500.jpg,,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-3-638628741833741746-750x500.jpg,,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-3-638628741833741746-750x500.jpg,,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-3-638628741833741746-750x500.jpg,,"12/19/24, 5:44 PM","12/19/24, 5:44 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-3-638628741833741746-750x500.jpg,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-9-638628741875953991-750x500.jpg,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-2-638628741826406944-750x500.jpg,/t/a/tai-nghe-bluetooth-open-ear-tws-ava-freego-ows02-den-1-638628741819028957-750x500.jpg",",,,",,,,,,,,,,,,,,
"OPPO ENCO Air 4 ETEE1 TWS",,Default,virtual,"Default Category,Default Category/Headphone",base,"OPPO ENCO Air 4 ETEE1 TWS",,,,1,"Taxable Goods","Catalog, Search",1690000.000000,,,,oppo-enco-air-4-etee1-tws,"OPPO ENCO Air 4 ETEE1 TWS","OPPO ENCO Air 4 ETEE1 TWS","OPPO ENCO Air 4 ETEE1 TWS",/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-2-638669293678400176-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-2-638669293678400176-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-2-638669293678400176-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-2-638669293678400176-750x500.jpg,,"12/19/24, 5:47 PM","12/19/24, 5:47 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-2-638669293678400176-750x500.jpg,/t/a/tai-nghe-bluetooth-true-wireless-oppo-enco-air-4-etee1-trang-1-638669293672872491-750x500.jpg",",",,,,,,,,,,,,,,
"AVA+ Go F25 Bluetooth TWS",,Default,virtual,"Default Category,Default Category/Headphone",base,"AVA+ Go F25 Bluetooth TWS",,,,1,"Taxable Goods","Catalog, Search",290000.000000,,,,ava-go-f25-bluetooth-tws,"AVA+ Go F25 Bluetooth TWS","AVA+ Go F25 Bluetooth TWS","AVA+ Go F25 Bluetooth TWS",/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-10-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-10-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-10-750x500.jpg,,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-10-750x500.jpg,,"12/19/24, 5:49 PM","12/19/24, 5:49 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-10-750x500.jpg,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-3-1-750x500.jpg,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-4-1-750x500.jpg,/t/a/tai-nghe-bluetooth-true-wireless-ava-go-f25-den-2-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"Samsung Galaxy Buds FE R400N",,Default,virtual,"Default Category,Default Category/Headphone",base,"Samsung Galaxy Buds FE R400N",,,,1,"Taxable Goods","Catalog, Search",1990000.000000,,,,samsung-galaxy-buds-fe-r400n,"Samsung Galaxy Buds FE R400N","Samsung Galaxy Buds FE R400N","Samsung Galaxy Buds FE R400N",/s/a/samsung-galaxy-buds-fe-r400n-den-2-750x500.jpg,,/s/a/samsung-galaxy-buds-fe-r400n-den-2-750x500.jpg,,/s/a/samsung-galaxy-buds-fe-r400n-den-2-750x500.jpg,,/s/a/samsung-galaxy-buds-fe-r400n-den-2-750x500.jpg,,"12/19/24, 5:51 PM","12/19/24, 5:51 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/s/a/samsung-galaxy-buds-fe-r400n-den-3-750x500.jpg,/s/a/samsung-galaxy-buds-fe-r400n-den-5-750x500.jpg,/s/a/samsung-galaxy-buds-fe-r400n-den-2-750x500.jpg,/s/a/samsung-galaxy-buds-fe-r400n-den-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"Elio 38 mm Unisex ESS11-03",,Default,virtual,"Default Category,Default Category/Watch",base,"Elio 38 mm Unisex ESS11-03",,,,1,"Taxable Goods","Catalog, Search",790000.000000,,,,elio-38-mm-unisex-ess11-03,"Elio 38 mm Unisex ESS11-03","Elio 38 mm Unisex ESS11-03","Elio 38 mm Unisex ESS11-03",/e/l/elio-ess11-03-unisex-2-750x500.jpg,,/e/l/elio-ess11-03-unisex-2-750x500.jpg,,/e/l/elio-ess11-03-unisex-2-750x500.jpg,,/e/l/elio-ess11-03-unisex-2-750x500.jpg,,"12/19/24, 5:53 PM","12/19/24, 5:55 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/l/elio-ess11-03-unisex-3-750x500.jpg,/e/l/elio-ess11-03-unisex-4-750x500.jpg,/e/l/elio-ess11-03-unisex-2-750x500.jpg,/e/l/elio-ess11-03-unisex-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"ELIO 30 mm (Female) ES027-C2",,Default,virtual,"Default Category,Default Category/Watch",base,"ELIO 30 mm (Female) ES027-C2",,,,1,"Taxable Goods","Catalog, Search",990000.000000,,,,elio-30-mm-female-es027-c2,"ELIO 30 mm (Female) ES027-C2","ELIO 30 mm (Female) ES027-C2","ELIO 30 mm (Female) ES027-C2",/e/l/elio-es027-c2-nu-2-750x500.jpg,,/e/l/elio-es027-c2-nu-2-750x500.jpg,,/e/l/elio-es027-c2-nu-2-750x500.jpg,,/e/l/elio-es027-c2-nu-2-750x500.jpg,,"12/19/24, 5:55 PM","12/19/24, 5:55 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/l/elio-es027-c2-nu-5-750x500.jpg,/e/l/elio-es027-c2-nu-2-750x500.jpg,/e/l/elio-es027-c2-nu-4-750x500.jpg,/e/l/elio-es027-c2-nu-3-750x500.jpg",",,,",,,,,,,,,,,,,,
"MVW 43 mm (Male) MS058-01",,Default,virtual,"Default Category,Default Category/Watch",base,"MVW 43 mm (Male) MS058-01",,,,1,"Taxable Goods","Catalog, Search",1490000.000000,,,,mvw-43-mm-male-ms058-01,"MVW 43 mm (Male) MS058-01","MVW 43 mm (Male) MS058-01","MVW 43 mm (Male) MS058-01",/m/w/mww-ms058-01-nam-2-750x500.jpg,,/m/w/mww-ms058-01-nam-2-750x500.jpg,,/m/w/mww-ms058-01-nam-2-750x500.jpg,,/m/w/mww-ms058-01-nam-2-750x500.jpg,,"12/19/24, 5:56 PM","12/19/24, 5:56 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/m/w/mww-ms058-01-nam-4-750x500.jpg,/m/w/mww-ms058-01-nam-5-750x500.jpg,/m/w/mww-ms058-01-nam-3-750x500.jpg,/m/w/mww-ms058-01-nam-2-750x500.jpg",",,,",,,,,,,,,,,,,,
"CASIO 36.8 mm (Male) W-800H-1AVDF",,Default,virtual,"Default Category,Default Category/Watch",base,"CASIO 36.8 mm (Male) W-800H-1AVDF",,,,1,"Taxable Goods","Catalog, Search",938000.000000,,,,casio-36-8-mm-male-w-800h-1avdf,"CASIO 36.8 mm (Male) W-800H-1AVDF","CASIO 36.8 mm (Male) W-800H-1AVDF","CASIO 36.8 mm (Male) W-800H-1AVDF",/c/a/casio-w-800h-1avdf-nam-1-750x500.jpg,,/c/a/casio-w-800h-1avdf-nam-1-750x500.jpg,,/c/a/casio-w-800h-1avdf-nam-1-750x500.jpg,,/c/a/casio-w-800h-1avdf-nam-1-750x500.jpg,,"12/19/24, 5:58 PM","12/19/24, 6:00 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/c/a/casio-w-800h-1avdf-nam-2-750x500.jpg,/c/a/casio-w-800h-1avdf-nam-1-750x500.jpg",",",,,,,,,,,,,,,,
"CITIZEN 39 mm (Male) BI5000-10A",,Default,virtual,"Default Category,Default Category/Watch",base,"CITIZEN 39 mm (Male) BI5000-10A",,,,1,"Taxable Goods","Catalog, Search",3485000.000000,,,,citizen-39-mm-male-bi5000-10a,"CITIZEN 39 mm (Male) BI5000-10A","CITIZEN 39 mm (Male) BI5000-10A","CITIZEN 39 mm (Male) BI5000-10A",/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-2-750x500.jpg,,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-2-750x500.jpg,,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-2-750x500.jpg,,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-2-750x500.jpg,,"12/19/24, 6:00 PM","12/19/24, 6:00 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-5-750x500.jpg,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-4-750x500.jpg,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-3-750x500.jpg,/d/o/dong-ho-kim-nam-day-da-citizen-bi5000-10a-trang-2-750x500.jpg",",,,",,,,,,,,,,,,,,
"ORIENT 39 mm (Male) RF-QD0011L10B",,Default,virtual,"Default Category,Default Category/Watch",base,"ORIENT 39 mm (Male) RF-QD0011L10B",,,,1,"Taxable Goods","Catalog, Search",2900000.000000,,,,orient-39-mm-male-rf-qd0011l10b,"ORIENT 39 mm (Male) RF-QD0011L10B","ORIENT 39 mm (Male) RF-QD0011L10B","ORIENT 39 mm (Male) RF-QD0011L10B",/o/r/orient-rf-qd0011l10b-nam-2-2-750x500.jpg,,/o/r/orient-rf-qd0011l10b-nam-2-2-750x500.jpg,,/o/r/orient-rf-qd0011l10b-nam-2-2-750x500.jpg,,/o/r/orient-rf-qd0011l10b-nam-2-2-750x500.jpg,,"12/19/24, 6:02 PM","12/19/24, 6:02 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/o/r/orient-rf-qd0011l10b-nam-5-1-750x500.jpg,/o/r/orient-rf-qd0011l10b-nam-3-1-750x500.jpg,/o/r/orient-rf-qd0011l10b-nam-4-1-750x500.jpg,/o/r/orient-rf-qd0011l10b-nam-2-2-750x500.jpg",",,,",,,,,,,,,,,,,,
"FREDERIQUE CONSTANT Classics 40 mm (Male) FC-335MC4P6B2",,Default,virtual,"Default Category,Default Category/Watch",base,"FREDERIQUE CONSTANT Classics 40 mm (Male) FC-335MC4P6B2",,,,1,"Taxable Goods","Catalog, Search",65780000.000000,,,,frederique-constant-classics-40-mm-male-fc-335mc4p6b2,"FREDERIQUE CONSTANT Classics 40 mm (Male) FC-335MC4P6B2","FREDERIQUE CONSTANT Classics 40 mm (Male) FC-335MC4P6B2","FREDERIQUE CONSTANT Classics 40 mm (Male) FC-335MC4P6B2",/f/r/frederique-constant-fc-335mc4p6b2-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p6b2-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p6b2-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p6b2-nam-1-700x467.jpg,,"12/19/24, 6:03 PM","12/19/24, 6:03 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/f/r/frederique-constant-fc-335mc4p6b2-nam-3-700x467.jpg,/f/r/frederique-constant-fc-335mc4p6b2-nam-2-700x467.jpg,/f/r/frederique-constant-fc-335mc4p6b2-nam-4-700x467.jpg,/f/r/frederique-constant-fc-335mc4p6b2-nam-1-700x467.jpg",",,,",,,,,,,,,,,,,,
"FREDERIQUE CONSTANT Classics 40 mm FC-335MC4P6B2",,Default,virtual,"Default Category,Default Category/Watch",base,"FREDERIQUE CONSTANT Classics 40 mm FC-335MC4P6B2",,,,1,"Taxable Goods","Catalog, Search",67660000.000000,,,,frederique-constant-classics-40-mm-fc-335mc4p6b2,"FREDERIQUE CONSTANT Classics 40 mm FC-335MC4P6B2","FREDERIQUE CONSTANT Classics 40 mm FC-335MC4P6B2","FREDERIQUE CONSTANT Classics 40 mm FC-335MC4P6B2",/f/r/frederique-constant-fc-335mc4p5-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p5-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p5-nam-1-700x467.jpg,,/f/r/frederique-constant-fc-335mc4p5-nam-1-700x467.jpg,,"12/19/24, 6:05 PM","12/19/24, 6:05 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/f/r/frederique-constant-fc-335mc4p5-nam-4-1-750x500.jpg,/f/r/frederique-constant-fc-335mc4p5-nam-2-700x467.jpg,/f/r/frederique-constant-fc-335mc4p5-nam-4-700x467.jpg,/f/r/frederique-constant-fc-335mc4p5-nam-1-700x467.jpg",",,,",,,,,,,,,,,,,,
"Festina 34 mm (Female) F20582/1",,Default,virtual,"Default Category,Default Category/Watch",base,"Festina 34 mm (Female) F20582/1",,,,1,"Taxable Goods","Catalog, Search",3290000.000000,,,,festina-34-mm-female-f20582-1,"Festina 34 mm (Female) F20582/1","Festina 34 mm (Female) F20582/1","Festina 34 mm (Female) F20582/1",/f/e/festina-f20582-1-nu-1-750x500.jpg,,/f/e/festina-f20582-1-nu-1-750x500.jpg,,/f/e/festina-f20582-1-nu-1-750x500.jpg,,/f/e/festina-f20582-1-nu-1-750x500.jpg,,"12/19/24, 6:06 PM","12/19/24, 6:06 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/f/e/festina-f20582-1-nu-2-750x500.jpg,/f/e/festina-f20582-1-nu-1-750x500.jpg",",",,,,,,,,,,,,,,
"Citizen Sunshine and Luna 40 mm (Male) NH9130-84L",,Default,virtual,"Default Category,Default Category/Watch",base,"Citizen Sunshine and Luna 40 mm (Male) NH9130-84L",,,,1,"Taxable Goods","Catalog, Search",10085000.000000,,,,citizen-sunshine-and-luna-40-mm-male-nh9130-84l,"Citizen Sunshine and Luna 40 mm (Male) NH9130-84L","Citizen Sunshine and Luna 40 mm (Male) NH9130-84L","Citizen Sunshine and Luna 40 mm (Male) NH9130-84L",/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-1-750x500.jpg,,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-1-750x500.jpg,,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-1-750x500.jpg,,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-1-750x500.jpg,,"12/19/24, 6:08 PM","12/19/24, 6:08 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-3-750x500.jpg,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-2-750x500.jpg,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-4-750x500.jpg,/d/o/dong-ho-citizen-40-mm-nam-nh9130-84l-1-750x500.jpg",",,,",,,,,,,,,,,,,,
